Age,Income_Level,Occupation,Mobile_App_Usage,Fintech_Disruption,Compliance_Costs,Regulatory_Risks,Regulatory_Changes,Service_Quality,Market_Share,Brand_Reputation,Cost_Income_Ratio,Credit_Risk,Capital_Adequacy,Strategic_Alliances
52,47259.55643,Student,0.661577115,0.077515549,463688.3339,4128.745559,1,-0.512934602,0.262959066,-0.161714316,0.69162692,0.486518647,0.265048595,0.729418724
61,56081.13891,Student,0.720388444,0.055304009,299254.3139,103715.8899,,0.488613096,0.290254468,0.063403511,0.848602025,0.493405639,0.204034626,1.233787277
57,67092.92495,nan,0.586055372,0.023402445,461165.3062,33443.85148,1,-1.734640336,0.223735549,-0.354948267,0.553959308,0.451359091,0.099454943,-1.193726244
39,58249.00186,Teacher,0.554981074,-0.024852862,469438.0889,147807.1898,,-1.122548091,0.187321841,2.460752929,0.659657234,0.521523861,0.189279335,0.024021028
44,67723.77987,Teacher,0.600052796,0.120053166,563366.1025,-99358.95156,0,0.05157909,0.176349117,-0.310242058,0.481864504,0.490339152,0.142366816,-0.850347098
52,46016.2661,Teacher,0.660120675,0.014035987,430180.0325,13592.45672,1,1.469680597,0.107846659,-0.550725282,0.580274936,0.481829061,0.111555358,-0.398856397
18,52501.90492,nan,0.455614518,-0.19670697,667867.4673,8446.678639,1,0.378502149,0.153611585,0.124343585,0.452265079,0.548982495,0.017031877,-0.75443761
52,58057.353,Student,0.370381905,-0.111718646,308835.9449,-106925.4494,,-0.589390595,0.205078121,0.970886912,0.656819432,0.507578869,0.028823243,0.499403487
54,26736.48287,Engineer,0.544946315,-0.018584575,631116.7498,95629.50021,,-1.489531353,0.190950707,-0.725427743,0.564450834,0.444586405,0.100218513,1.05301921
64,65108.03218,nan,0.477928757,0.030999898,477568.1029,232467.3306,,-0.647846048,0.231170399,-0.14698665,0.394541798,0.423645941,0.075231769,1.107014224
31,31390.90119,nan,0.54918598,-0.005658849,585958.4872,-1700.607448,0,-0.042484123,0.190239861,0.99928464,0.531498156,0.509840167,0.111259461,-1.105173081
20,59969.40068,Engineer,0.585221968,0.121897079,507980.1484,50502.10883,1,-2.357691894,0.163697135,1.054806433,0.779311433,0.425336816,0.168618492,-0.123298046
18,56868.31791,Teacher,0.554675159,-0.195110186,613955.5536,8451.847582,,-1.21337007,0.217067213,0.2176281,0.641042989,0.418138825,0.14324791,-1.132901893
22,26604.06997,Unemployed,0.745246753,0.014358794,461263.8035,-71358.46699,0,-0.737555965,0.325263262,2.41839122,0.676909266,0.419552326,0.065185696,-1.166228228
43,27109.38743,Engineer,0.632674476,-0.181797923,390137.9575,-182076.0278,,-0.257408607,0.184132542,1.980651047,0.612554528,0.525498473,0.146247895,-0.661731374
72,64324.81917,Student,0.630047436,0.07597123,642050.4287,-70577.34831,1,-0.05433648,0.206944376,-1.406116181,0.581844108,0.619354247,0.054297634,0.343297691
31,62147.2206,Doctor,0.662220714,-0.009445871,488651.9354,-139195.8381,,-0.610867778,0.242346279,-1.69196122,0.601557901,0.534776065,0.042887987,0.518915043
56,41191.36356,Doctor,0.486116688,0.041960997,522155.8474,170410.2078,1,0.505873182,0.17141908,0.795714448,0.624543272,0.588682171,0.119081853,0.654229506
44,41181.21105,nan,0.703911179,-0.086388296,623475.1914,-11510.96939,0,0.124706903,0.263637877,1.365365645,0.490334755,0.493029808,0.05927487,0.592358408
26,55126.04972,Doctor,0.592423571,0.127946493,396804.4758,-34591.9329,0,-0.370063285,0.121047994,-0.224758985,0.676306202,0.51422252,0.067907711,-0.847850974
32,49872.5585,Unemployed,0.667048062,0.104172466,559549.0898,88915.38248,,0.643775381,0.179613649,-0.502195792,0.712182749,0.665299567,0.149698603,1.182759019
32,60543.95216,Teacher,0.492814277,0.05835443,441010.5244,-112175.1103,1,0.561940617,0.184438955,-0.820290594,0.58034106,0.582870499,0.132881685,0.803280036
43,54795.80924,Student,0.444624123,-0.012951725,486783.0644,-76686.4038,1,-1.453798551,0.207557887,-1.168011924,0.547695957,0.593702673,0.081409716,-0.41269016
59,65830.30794,Unemployed,0.681788966,0.057985729,507227.8965,6807.226925,1,-0.032027569,0.101425935,1.136342796,0.5258091,0.473579537,0.018745052,-0.374919672
77,59700.77778,Student,0.637640953,-0.070689257,349977.8139,102876.8991,,0.890260531,0.267636995,-0.381294961,0.77592166,0.499473222,0.063241884,-0.657541584
30,57207.73049,Student,0.509794845,0.085555566,422116.2957,50168.50452,1,1.057489279,0.220710879,0.301800757,0.554772916,0.540566446,0.197103901,-1.291843268
68,46478.7528,Teacher,0.513033692,0.164948089,635107.2892,24832.51425,1,0.370908791,0.256141572,-1.825805742,0.665331431,0.439359824,0.148327021,0.666024856
49,45746.78766,nan,0.712543478,0.107061056,588619.1189,7811.773524,1,-0.233288562,0.280651787,1.002271036,0.58104263,0.263682094,0.171179548,0.822061784
56,49482.41015,Doctor,0.481058811,-0.072960247,493736.0423,40023.58555,1,0.421319794,0.162971811,0.587778228,0.575636994,0.539646697,0.112801237,-0.926052462
66,68409.4307,Teacher,0.764267295,0.036141732,524312.3459,20165.29051,,0.807773431,0.0752823,-1.3446892,0.52352503,0.596136649,0.082447587,-1.231858711
69,45937.25271,Unemployed,0.509937927,-0.129314154,470575.7494,-102997.2275,,0.115831949,0.257318304,0.259028821,0.50297005,0.505520175,0.145259628,-0.936536787
78,52605.28987,nan,0.663839193,0.057239031,635658.3386,4607.922163,1,0.228604146,0.185680866,0.00474336,0.673992076,0.440409256,0.164091951,0.110244632
49,27551.97092,Unemployed,0.567138152,0.045060341,479964.7422,-107368.8659,1,-0.249803154,0.143341575,-0.45015492,0.500707752,0.466930385,0.076012905,-1.381977375
21,56758.0873,nan,0.660318743,-0.186981634,523184.2092,8108.25429,0,-1.336785201,0.228814983,-2.902927322,0.646251924,0.297172696,0.06433976,1.12780998
47,72571.98281,Unemployed,0.5455886,-0.116178384,614603.0144,-48064.79415,0,-0.17436412,0.323177847,-0.660329262,0.609058392,0.466677401,0.023937018,1.067957744
54,40663.61891,Teacher,0.583720709,-0.02831389,422262.8515,253938.1623,1,-0.677113946,0.194554675,0.302431146,0.675263853,0.388491519,0.06307875,0.424344944
40,81744.42137,nan,0.604091918,-0.030085975,655878.9184,-3989.438375,1,-0.673921378,0.247555815,-0.548564951,0.539004609,0.430035838,0.133445944,0.80973575
56,51822.40605,nan,0.499781254,-0.120947694,346953.859,-140423.9566,0,1.433834489,0.15062486,-0.221695037,0.708014417,0.383431673,0.070186956,0.058755388
62,24270.68759,Student,0.674082435,0.038897873,662964.2131,-13418.02107,0,0.951557378,0.115662112,1.496756786,0.585880942,0.371902257,0.146586503,0.465153995
32,46144.6176,Student,0.548678643,0.025147361,462732.4416,51935.87456,1,-1.693499091,0.245697023,-0.077508011,0.859169472,0.399588758,0.198358748,-1.300182243
60,63304.38563,Engineer,0.577140008,-0.019426913,475730.1252,167336.3946,,-1.084878776,0.227303659,-2.096799481,0.438582367,0.563281864,0.101241028,1.390479477
46,69993.17206,Unemployed,0.500565063,-0.07557915,310998.9829,-58945.23999,,-0.363562045,0.176714858,-0.184850361,0.842893474,0.449021027,0.099186512,-0.487352939
53,57180.98548,Student,0.343766634,0.104870713,454520.5283,-158242.7974,1,-0.64063223,0.285310965,0.09939409,0.5873634,0.389207477,0.127430576,-0.128800829
30,65675.94421,Engineer,0.580897224,0.165540711,396019.3469,81683.70114,1,0.317418274,0.111775552,-0.825354657,0.62228021,0.575401407,0.071279876,2.487200767
49,38222.14459,Student,0.841261542,-0.048356148,439235.3655,-138059.8706,0,-1.243585078,0.138498496,0.734748596,0.539571057,0.512897211,0.06763397,-0.220007449
24,43197.38413,Unemployed,0.678460429,-0.061216692,486268.9034,-43615.54415,0,0.958531961,0.17285662,-1.462228973,0.443111871,0.263633446,0.069124615,0.739401815
76,33205.40718,nan,0.598073962,0.049120767,595779.1614,-25762.04855,,-0.044005545,0.18218015,-0.137741099,0.547160323,0.599562434,0.042721123,0.514532466
68,43949.36924,Doctor,0.573710917,-0.035802938,520760.3351,-6963.34533,1,-0.340512045,0.273267735,-1.473758901,0.563431302,0.507207339,0.144989343,-1.33281863
39,57619.18986,Unemployed,0.602246589,-0.01393972,530767.6653,68916.44571,0,-0.014319443,0.202459897,-0.295687717,0.618280171,0.577037393,0.075171002,-0.999743052
45,52126.55762,Teacher,0.654711912,0.073965315,390448.0611,-68363.42823,,-0.417508074,0.190352301,0.70812986,0.712113835,0.477477766,0.155569346,2.035888644
19,58678.49037,Student,0.481918718,-0.190935609,411924.591,-27372.92522,,-2.030642571,0.136499662,-0.161679927,0.619073073,0.660469063,0.12646415,0.579162943
59,40634.85983,Student,0.711432169,0.131830232,679872.5018,-1427.035295,,0.011925981,0.254331677,-0.220053507,0.620814176,0.461811136,0.098860968,-0.016875006
62,41244.74973,nan,0.671538132,0.007268052,426479.8965,14959.79575,0,-0.320746389,0.143167956,0.027770079,0.638436772,0.236416103,0.140481414,-0.535648073
79,52046.1021,Teacher,0.671818573,-0.041149314,665620.8252,9782.717471,0,-0.954457013,0.136269435,0.077767469,0.424506981,0.411062973,0.052826921,0.320077562
74,43973.52195,nan,0.643847574,-0.008923415,475693.8801,43600.57752,1,1.097429831,0.179987093,0.693751921,0.43374755,0.550213913,0.060979786,0.415147733
70,63018.49168,Teacher,0.601961666,-0.003757064,500228.7936,84383.95096,1,0.669438013,0.208159701,0.699815723,0.450301101,0.515908653,0.135679874,0.22652154
23,43725.81116,Doctor,0.667286124,-0.17312013,607036.516,39263.41157,,2.438856707,0.16399287,1.421695883,0.562672614,0.487748576,-0.009783622,1.068960581
45,45046.10757,Student,0.659181413,0.149493823,627189.2422,45358.55235,,0.834828501,0.235350875,0.167616986,0.412828488,0.401361393,0.100730559,-0.866858582
45,54188.39414,Student,0.564595929,0.004132563,488918.744,-158222.3167,0,-0.643435067,0.185851186,-1.660724495,0.531021246,0.501841919,0.129525116,-1.000701437
61,46107.11808,Doctor,0.542639823,0.044300213,461175.6946,5022.769917,0,-0.905789379,0.252638447,0.8579486,0.463175076,0.498562439,0.165544136,1.043070492
61,37650.55606,Engineer,0.61018563,0.095154977,494407.9551,47950.7548,1,-0.494305601,0.225255531,1.349824459,0.648771543,0.497535093,0.175773983,2.112687387
37,39006.44175,nan,0.754902015,-0.102116246,533795.7528,72894.11946,1,-0.666628616,0.289573967,2.461695017,0.643765563,0.553767012,0.093485688,0.842592443
47,55377.65958,Doctor,0.476089292,0.04734719,589130.3687,-69235.07742,1,0.108783364,0.177888554,1.451705881,0.569935596,0.51817689,0.138513326,1.297753712
79,36412.88485,nan,0.453247473,-0.026764109,500422.9859,-65903.92749,0,-1.538797377,0.242198551,-0.49029841,0.410003908,0.474770432,0.059782492,-0.074840636
28,63971.64428,Unemployed,0.616476084,0.084677078,561888.6298,-57410.06753,,0.647286564,0.110659439,0.187184027,0.576285609,0.399743515,0.077825678,0.266115025
75,43096.00716,Student,0.60508877,-0.212722742,663835.9732,53641.38999,1,0.091196369,0.344582935,-0.270626747,0.632862612,0.635999527,0.168383026,0.252656346
72,56162.15817,nan,0.617334166,-0.00990943,538130.9612,103388.1055,1,0.532464308,0.239697327,-0.406526925,0.681072667,0.69816014,0.098004784,-0.055426648
45,43695.87376,Teacher,0.62439532,-0.060282066,531165.2856,-40746.01073,0,-1.144146477,0.185184639,-0.113485391,0.775340463,0.674420982,0.107983888,1.411296866
42,40847.5862,nan,0.577679775,0.043226295,348108.9175,90796.23136,1,0.24668877,0.187043739,1.285743102,0.711849818,0.569908089,0.048343188,1.115847275
56,52461.03682,Unemployed,0.748986344,0.047004419,236926.9863,12347.98092,,1.299176581,0.187648846,-1.589171285,0.616477653,0.33249192,0.121128358,-0.399234219
79,60517.83467,Student,0.439909602,-0.070762589,538837.5729,-12428.57772,0,-0.860507251,0.292001831,-1.002545632,0.571475866,0.320266502,0.137702714,-1.645577059
50,47526.32249,Doctor,0.517150298,-0.071217386,490517.5769,-21138.42298,1,-0.887855707,0.244927475,1.219493023,0.52570659,0.445157711,0.136151145,-0.063574277
18,49345.22646,Unemployed,0.589674524,-0.011066537,448521.7325,74661.13646,1,0.711957467,0.177834085,1.453668174,0.73556619,0.494524844,0.039431943,-1.154652185
74,58074.17361,Student,0.435681119,-0.089664223,524353.0204,32557.78168,0,-0.969051052,0.138059249,-0.659495708,0.616659058,0.490417292,0.149997217,0.023675056
44,58405.2725,nan,0.58241456,0.08419837,493959.6271,227582.5428,0,-0.233283983,0.259805232,1.650748344,0.663054421,0.519375183,0.050094967,-1.075865925
79,49615.0828,Engineer,0.766147017,-0.03692072,612778.0251,-85222.4643,1,1.475732679,0.241927446,0.975882083,0.540978026,0.360755347,0.09867925,1.256516636
74,45565.20108,Engineer,0.602088649,-0.290698822,508611.0868,51810.1702,,-0.873668892,0.235318535,-0.267761136,0.475909093,0.660741935,0.019094041,0.68442272
69,50826.55959,Teacher,0.623070091,-0.037482206,425307.6715,-52920.10098,0,1.544442099,0.195812778,-2.435265572,0.559966228,0.650523869,0.091026582,0.660131579
30,48090.88509,Student,0.473983523,-0.103854382,599016.6239,-86928.6987,,-0.335781742,0.185019128,-1.668015144,0.569707173,0.368864611,0.049820677,1.072185837
58,53129.74152,Engineer,0.538363859,-0.163127582,478286.8925,-1086.713703,1,-1.121201327,0.284261176,-0.658176688,0.619177243,0.313845647,0.077557142,0.391107244
20,38057.29573,Doctor,0.562480362,-0.123742664,552653.6684,13735.24794,,0.603704155,0.288913462,0.759936982,0.526256611,0.491025466,0.102995522,0.546801788
56,52771.81579,Student,0.56822849,0.010940847,452258.9294,291817.3555,1,0.107748135,0.232006244,0.763100025,0.602496986,0.62620905,0.14136124,1.434698733
23,42816.96584,Doctor,0.72816438,0.132864083,435017.3115,-18414.58157,1,0.013180261,0.248492043,-0.466449192,0.717770635,0.496781943,0.139645173,-0.134515128
25,59058.87611,Doctor,0.655769106,0.031318447,508416.823,-113017.8729,1,-0.768718261,0.211804908,-0.231274265,0.432703839,0.525995531,-0.016864814,0.605115335
44,43275.32151,Engineer,0.488854204,-0.060650339,501282.8644,27301.07175,1,0.10045295,0.131500711,-0.03248135,0.388309741,0.456028844,0.133915914,-1.05313851
26,43448.90233,Student,0.624650478,0.04559042,547982.7035,-207464.0038,,-2.067630554,0.151012862,-0.218738013,0.724591385,0.514627904,0.11031382,0.079276915
79,54453.98824,nan,0.649822175,-0.045909031,473135.4247,-9195.67826,1,0.218764737,0.257309095,0.163633764,0.453637354,0.594447713,0.071989865,2.25928372
54,50142.11889,Unemployed,0.714014904,-0.069460037,316364.0216,1602.52823,1,1.2972492,0.263685267,-0.030041157,0.561992803,0.541210921,0.055979635,0.81482538
50,72766.51626,Engineer,0.758054069,-0.115436267,456722.6116,79460.03829,,-1.765428698,0.25270635,-1.674227149,0.660847968,0.557550873,0.096878593,-0.085994316
68,33706.97389,Engineer,0.498490581,-0.175182881,579381.8467,97362.22494,0,-0.406775216,0.217302616,-0.207561566,0.594077383,0.333676552,0.111529901,0.264540616
59,51098.52947,nan,0.518914249,-0.038992371,470262.3921,-50356.96189,,-0.874639814,0.254564948,-0.022597833,0.592671212,0.713828232,0.118894114,-0.020998256
61,61296.49485,Student,0.474242214,0.015805349,475361.6597,-15061.40146,,-1.511054034,0.197093135,0.989799346,0.607239665,0.334874616,0.090135496,0.23170062
41,44216.86077,Student,0.576598014,-0.009662367,598637.6506,-76612.08306,,-2.05287442,0.231069517,-0.831306132,0.85187141,0.515642202,-0.026211084,-0.39900685
32,40894.42155,Doctor,0.646635837,-0.041596693,428802.6773,-112806.2555,1,-1.180835917,0.189765882,0.203905351,0.778062496,0.484955225,0.075234838,0.4948712
76,41291.35352,nan,0.698733452,-0.094574606,345719.6782,30989.47794,1,-0.242376615,0.147160718,0.562839996,0.530627469,0.489309351,0.040815383,0.530309936
71,33880.3882,nan,0.592404898,0.060824619,483936.888,-127358.5549,1,1.149137048,0.243228599,-0.148347179,0.705088824,0.586982568,0.202761048,0.00663801
49,63497.04627,Student,0.568015248,-0.131713192,451582.6049,-41462.69006,0,-1.52271451,0.26375622,-1.754797885,0.650550776,0.42921892,0.102965638,0.140059306
49,46703.82658,Doctor,0.615175799,0.077602791,403375.368,-99517.39599,1,0.294392759,0.323697939,1.010069021,0.59804852,0.456729237,0.137056001,0.340767676
41,45519.7286,Engineer,0.51648571,-0.100221702,482462.1544,54968.31863,0,0.219641587,0.21320145,0.747141232,0.509213119,0.38533948,0.131756355,-0.527243028
58,28759.01926,Teacher,0.808953872,-0.075243524,549150.5647,180143.0099,1,1.67196296,0.147609509,0.22877338,0.645136803,0.612215885,0.115516424,0.485270334
69,35662.91428,Unemployed,0.439233897,-0.146678519,499071.1438,-130158.7983,,0.571031464,0.183577963,0.040330401,0.569395453,0.526608542,0.079189119,0.780157717
66,64653.89756,Engineer,0.618474058,-0.050140215,530698.1073,-185301.8483,1,0.628599493,0.193205431,-1.7814249,0.562043993,0.563721809,0.072808547,1.464866107
79,53031.05666,Student,0.802360622,0.097531246,681340.7699,-12488.68854,0,0.6993004,0.20742489,0.774656636,0.523292865,0.581198385,-0.001029675,0.31837245
66,61665.0083,Unemployed,0.600679984,0.051562809,465712.1138,1569.779596,0,-0.924232015,0.223543813,1.486396043,0.699982352,0.699141276,0.107109657,-0.555635888
75,60399.9244,Teacher,0.580996096,0.097842211,527834.8635,21865.93068,1,-0.572822524,0.218148465,-1.11374552,0.523226198,0.681694583,0.115019047,-0.102937258
69,39993.79719,Teacher,0.564255458,0.052214255,449078.6637,-44632.05152,,1.116868162,0.238854113,1.345018656,0.523835476,0.532304162,0.097608508,-1.142964054
29,74298.47729,Doctor,0.581960832,-0.110366983,415364.028,-20063.92988,1,-2.050799856,0.209871152,1.131457796,0.677793777,0.51579627,0.107171093,0.727352582
79,69497.32596,Unemployed,0.737284847,-0.033078922,441509.2347,36751.04105,1,-0.682311072,0.088735205,-1.143195323,0.585566953,0.446785813,0.039679483,-2.059725227
56,44362.33558,Doctor,0.378813809,-0.078019913,452124.1428,104043.0893,1,-1.330809262,0.211356691,-0.394143599,0.588258148,0.574415778,0.085297634,1.02465519
19,14317.94701,Engineer,0.75334337,0.13305749,535947.5798,-195504.877,,0.234244042,0.204336538,-1.395437643,0.703289348,0.570711296,0.06750731,1.145324266
20,46434.6791,nan,0.457604285,-0.119678865,734907.5787,-36893.9439,0,-0.421608585,0.227513343,-0.065138336,0.731370061,0.427060867,0.133250296,-2.930625272
66,52382.96262,nan,0.573334767,0.089369769,428395.6564,21380.87939,,0.625970475,0.18192589,0.448317562,0.387215428,0.571978295,0.102049216,1.275280993
54,44322.80965,nan,0.557075558,0.089295387,458337.4694,-91797.61046,0,-0.108995161,0.211176286,-1.320468131,0.587122575,0.600835449,0.068009368,1.02728617
66,47784.77903,Unemployed,0.658855327,0.18296202,493687.6987,173116.9632,0,-1.54609232,0.227812109,0.385802775,0.458973547,0.387835338,0.092002456,-0.290051783
73,41713.41964,nan,0.440187565,-0.040968659,539579.8849,-63540.98802,0,-1.499867639,0.19199789,0.639125763,0.561320666,0.518991397,0.048023766,-1.191815691
34,59216.34718,Engineer,0.646217267,0.071232216,526355.0812,-4129.268701,,-0.006048519,0.23379353,0.653478656,0.599326384,0.493427106,0.083591244,-0.8377591
76,50636.3324,Doctor,0.802430962,0.228165184,628409.5794,55602.20968,1,-0.771134967,0.203506247,0.454502572,0.564514543,0.499461349,0.129134348,-0.758517796
66,59515.14063,Unemployed,0.4636826,-0.061764168,257360.7929,-59128.47888,1,-0.532633853,0.207832942,-1.228490676,0.497472457,0.404734677,0.033385256,1.31605596
19,62222.03346,Doctor,0.618970617,-0.153504025,261307.013,-184657.3048,1,0.938415422,0.05386456,-0.121474019,0.492399336,0.317344424,0.09694217,-0.449040193
19,28256.76436,Unemployed,0.533801782,-0.188001003,450412.1828,-42865.45269,1,0.759032677,0.142805636,0.35235211,0.672794139,0.42445837,0.062503254,0.905323096
45,42294.77789,Doctor,0.642588721,0.071271203,609730.0188,102944.0556,1,1.797733841,0.142941709,1.461025622,0.753480981,0.410454169,0.033420917,-0.124060678
71,43759.70706,Teacher,0.601914778,-0.188315021,343435.1968,-33689.51268,,-0.316335545,0.210816611,0.002465829,0.393952307,0.535322307,0.19326468,0.055075638
40,75713.7236,Doctor,0.535851309,-0.037231905,199236.766,-84643.43015,,-0.641146634,0.263583262,0.425541294,0.567238133,0.536951312,0.162688701,-1.571395594
54,51490.05367,nan,0.648787228,0.043731319,557117.9406,92567.22095,,0.418188964,0.194079245,-0.932026814,0.673196414,0.531259223,0.070096834,-1.147070146
49,58125.60596,Teacher,0.780434811,0.018517554,524365.7224,-33077.4896,,-0.560794469,0.242414909,-1.154894036,0.596739624,0.360326933,0.085511545,1.293097521
50,31193.08231,Doctor,0.580909621,0.042544486,390979.1593,-51016.08137,,-0.528061113,0.232412633,-1.28307199,0.488631338,0.388044163,-0.00111229,-0.155722521
18,51432.15452,Unemployed,0.671975794,0.022228986,401446.0399,14945.60897,,-0.202101594,0.206994671,-0.420268274,0.55222106,0.438332731,0.02037564,0.300659449
36,59782.92982,Unemployed,0.470672704,0.127886581,403025.628,77075.02096,,1.652748956,0.228698835,2.062051153,0.630215024,0.502314301,0.04359858,1.806357159
79,58619.65085,Unemployed,0.504356362,-0.095231638,511053.5317,238171.3532,1,0.703965805,0.212297186,-0.402076259,0.569280789,0.466489245,0.098320751,-0.127626179
19,56233.99439,Student,0.647240628,-0.067699514,437368.4724,82723.61077,0,0.808820402,0.192885975,0.364626354,0.595202007,0.53106391,0.094263924,-0.184245979
70,50130.00506,Engineer,0.748411603,-0.077265945,549406.3919,115983.9966,,1.607854337,0.219554017,0.557097959,0.59808395,0.597547032,0.116586097,1.206085887
61,50615.68621,Unemployed,0.635561335,0.083019181,214537.3337,-50596.6199,0,0.90253296,0.27233157,-1.091529109,0.547571839,0.400070619,0.133930383,0.01234969
43,33067.33825,Teacher,0.568694197,0.090039859,414314.8135,-102586.8106,,-1.13140561,0.223637449,-0.435106851,0.681656902,0.40387295,0.113900464,0.320007027
49,40994.67115,Unemployed,0.599929141,0.045122532,387394.6039,6233.134962,,0.887382364,0.210898556,0.624415139,0.55225084,0.513535999,0.045929608,0.99681629
23,52309.43956,Student,0.474959227,0.118349367,474365.9322,10716.99153,1,1.014254857,0.156127471,0.428327414,0.499453201,0.491796936,0.116201172,0.000114644
49,42840.24193,nan,0.660451533,-0.117804087,446195.2242,-107851.2741,0,0.651864853,0.270793757,-1.993994627,0.822963943,0.574336356,0.131767591,0.787588473
72,56888.38247,Teacher,0.688233306,0.166722411,579784.378,-17529.45299,1,-0.195441874,0.129647573,0.594410354,0.592220591,0.500757666,0.078636371,-0.115846272
21,54667.8255,Student,0.554790967,0.152323862,314066.3228,39931.76017,1,0.546331706,0.114696846,-0.550990391,0.33998793,0.674052123,0.007678917,0.981139154
72,63673.70255,nan,0.552995785,0.0735622,504549.1476,36039.3395,0,-0.020239721,0.218573034,-0.524817196,0.725474484,0.341212523,0.159203453,0.42132707
28,59582.53826,Teacher,0.626587823,0.178179891,555833.6423,50428.78534,1,-0.978088376,0.15596199,0.404865693,0.725152887,0.584021686,0.104415727,-0.225403994
73,52272.61409,Doctor,0.556328026,-0.165662321,685664.7437,29096.47301,,-0.729633645,0.25445495,1.522935924,0.645717553,0.51993262,-0.038641937,0.074249582
76,57479.80434,Engineer,0.593386739,-0.052444814,451823.4029,-50700.86593,,0.703722819,0.115814719,-0.200434627,0.663163521,0.359699893,0.203512654,-2.444332481
34,60051.02162,Engineer,0.809972179,-0.073530346,532445.8604,-51390.06266,,-0.905820179,0.248090324,1.179050216,0.815974231,0.293204071,0.076061874,1.193773658
55,44925.62714,Student,0.57529743,0.072147932,319613.7207,-119895.1398,,-0.811553543,0.241049097,-1.440922768,0.503719824,0.387498093,0.221951159,-1.254634485
41,46706.69002,nan,0.564165985,-0.105014074,260804.3796,178477.5039,,0.75338446,0.205900798,0.130743346,0.613324005,0.620908771,0.118868218,-1.069117661
22,49031.73963,Engineer,0.535245819,0.075749515,584477.4376,1345.036462,1,0.133789063,0.095021418,-0.541055406,0.796970268,0.609523156,0.089866016,-0.438018562
69,45244.69456,nan,0.674419197,0.137053614,499443.9706,-22485.30558,1,0.577193317,0.113834844,0.282006987,0.818156908,0.487134751,0.109179736,-1.792950577
51,60156.86945,nan,0.581877583,0.06952029,617851.269,-92879.20815,,-1.229017937,0.211996764,-0.296307403,0.563390769,0.463772702,0.064536414,0.46761628
23,43726.89458,Student,0.535062696,0.028375102,362659.7111,293565.7902,,0.549429507,0.1883604,-1.341061419,0.801015085,0.4143903,0.10306552,0.361014005
39,62516.51471,Student,0.732130403,-0.098787334,551990.214,-107332.8032,1,-0.660028149,0.236366514,-0.887409363,0.68026307,0.481261068,0.200531032,-0.486539035
28,46330.26801,Student,0.7419603,-0.084685097,686881.7841,-42884.79256,0,-1.016883986,0.196589185,-1.64320108,0.74952145,0.452583831,0.055068878,-0.678039863
65,54723.96643,Engineer,0.539957643,0.124961891,541970.5608,41583.68363,1,-0.505344892,0.192240968,-1.306901229,0.67698209,0.670994205,0.126668235,-0.693396537
33,51664.15149,Student,0.413346005,0.0779349,527658.1506,60021.29657,1,1.362064957,0.078684121,0.480324375,0.630544624,0.37634444,0.064012058,0.61479841
50,40240.20192,Engineer,0.700751369,-0.003901952,500855.6081,95793.20552,1,-0.364454135,0.241121616,-0.25103713,0.820938713,0.53924377,0.091595951,-1.593725856
26,49801.10271,Student,0.531537017,-0.041790955,342911.8543,180760.8508,1,2.201390712,0.167542691,0.23086441,0.547139004,0.675707134,0.198830517,-0.408999179
77,53336.43531,Unemployed,0.67906256,-0.202580787,635557.2936,50615.76555,1,-2.062178105,0.180089704,1.815577482,0.790228314,0.577458282,0.126323091,-1.52942772
76,49357.07313,nan,0.402989618,-0.107085242,438914.236,-105603.08,0,-1.546277919,0.146511048,-0.295971793,0.806068893,0.38757233,0.137283676,0.768744455
23,36572.93441,Student,0.689259734,0.191141909,550448.3256,-25694.51251,,1.324185237,0.122979447,0.634283933,0.736304832,0.34576698,0.10354232,-0.336222414
33,67014.29244,Teacher,0.478882807,-0.128045557,343696.5693,30783.23725,,1.575604559,0.273606891,0.028135512,0.592827102,0.527440121,0.234774435,0.546749354
46,50876.99483,nan,0.673076412,0.018947982,382054.0335,206822.6042,0,-0.863457237,0.239774385,2.762684533,0.624443535,0.515052321,0.052518063,1.249537639
20,42056.97425,nan,0.601427307,0.100744397,643508.7399,-139780.5478,,0.068893617,0.240599779,-3.017646893,0.472519438,0.62324091,0.021031405,1.266427038
37,66207.68023,Student,0.504606058,-0.125492267,465269.7711,120257.6505,,0.712189919,0.189174469,-0.717662276,0.554742003,0.554844785,0.184300629,-1.022101294
77,56173.8981,Doctor,0.559296369,0.018471047,645327.5476,17991.43695,,-0.229375687,0.113103878,0.654023974,0.662071175,0.451516008,0.080920823,0.309459996
76,37998.30004,Student,0.668631846,0.093791554,492176.9341,83783.05352,0,0.149867091,0.305102238,-0.752905395,0.457328769,0.444728527,0.120512953,1.12139402
53,39555.05254,nan,0.610589445,0.001249932,315810.2227,-10199.47166,0,0.010933013,0.221114582,0.566071557,0.570208867,0.36938423,0.185817925,0.696476464
36,47776.0528,Teacher,0.658441298,0.286840306,589206.76,-84243.26301,,-1.48144698,0.20683946,-0.060079193,0.794482864,0.512936434,0.121177942,0.795330272
43,52973.06979,nan,0.797644058,-0.166859926,441010.7682,75087.27794,,-0.344661286,0.182043349,0.864948838,0.584563593,0.359555175,0.211540914,-1.783323485
20,56227.99831,Teacher,0.443575839,0.105872853,569868.8814,65443.10271,,0.012365095,0.097772187,-1.13212283,0.703362834,0.590999035,0.106809793,0.681146965
